Date,London futures (£ sterling/tonne),New York futures (US$/tonne),ICCO daily price (US$/tonne),ICCO daily price (Euro/tonne),Days,MA_7,MA_30,MA_90,Price_Diff,Volatility_7,Volatility_30,Volatility_90
2008-01-31,1222.33,2350.33,2376.78,1602.0,3420,1179.9514285714286,1131.1786666666667,1033.5523333333333,23.0,23.14310223273908,40.61105690556107,81.36945211313505
2008-02-01,1229.67,2348.33,2370.2,1597.0,3421,1190.7614285714285,1135.3120000000001,1035.9523333333334,7.3400000000001455,26.438879469859693,44.08682564962354,83.92186980503831
2008-02-04,1234.67,2362.67,2388.13,1610.0,3422,1200.4757142857143,1139.9900000000002,1038.470888888889,5.0,28.522156216543245,46.94155390223973,86.43714594548902
2008-02-05,1235.67,2359.67,2377.94,1624.0,3423,1209.7142857142858,1144.8123333333335,1040.982,1.0,27.849123180230276,49.11589753753686,88.84042788852665
2008-02-06,1245.33,2374.33,2392.93,1634.0,3424,1220.4757142857143,1150.5900000000001,1043.6448888888888,9.659999999999854,24.269453267589874,50.43243783722139,91.3270640966036
2008-02-07,1251.33,2382.33,2389.66,1651.0,3425,1231.19,1156.4566666666665,1046.715222222222,6.0,16.998086166871506,51.59906423457101,93.60980838155656
2008-02-08,1265.33,2391.33,2412.38,1664.0,3426,1240.6185714285714,1162.6786666666667,1050.0558888888888,14.0,14.501746364565154,53.127263650472905,95.98369839231528
2008-02-11,1271.67,2410.0,2428.09,1674.0,3427,1247.6671428571428,1169.3786666666667,1053.418888888889,6.3400000000001455,16.040296874207524,53.79382548423441,98.38415532481368
2008-02-12,1283.0,2446.67,2466.14,1690.0,3428,1255.2857142857142,1176.6563333333331,1057.0041111111111,11.329999999999927,18.538077801505697,53.90811585518348,100.80325934286851
2008-02-13,1294.67,2479.33,2493.29,1711.0,3429,1263.857142857143,1183.4896666666668,1060.8818888888889,11.670000000000073,21.109991879348893,55.47171808029793,103.15755852414532
2008-02-14,1305.0,2483.67,2511.47,1716.0,3430,1273.7614285714285,1190.0563333333334,1064.8485555555555,10.329999999999927,21.929227398362983,57.83706951625712,105.60298337590154
2008-02-15,1325.67,2527.0,2547.24,1736.0,3431,1285.2385714285715,1197.6453333333334,1069.0967777777778,20.670000000000073,25.329252146267727,60.228754201313066,108.31518303552039
2008-02-18,1312.0,2528.83,2527.97,1726.0,3432,1293.9057142857143,1203.9563333333333,1073.1115555555555,-13.670000000000073,21.946804518539693,61.995108176489445,110.54971599993475
2008-02-19,1311.0,2530.67,2528.32,1715.0,3433,1300.43,1209.912,1077.178222222222,-1.0,18.56364008854278,63.442160918962465,112.49870287969458
2008-02-20,1297.67,2457.33,2472.16,1686.0,3434,1304.1442857142858,1215.3453333333334,1081.0115555555556,-13.329999999999927,13.853765862576106,63.755135113431635,114.0752807806947
2008-02-21,1304.67,2487.33,2506.94,1692.0,3435,1307.24,1220.6453333333334,1084.8634444444444,7.0,10.309157741397168,64.36917883868361,115.7160426386868
2008-02-22,1338.0,2567.67,2583.0,1742.0,3436,1313.43,1226.7453333333333,1089.067111111111,33.32999999999993,13.890238778979358,66.56727277766545,117.96697160355603
2008-02-25,1346.0,2582.33,2598.84,1753.0,3437,1319.287142857143,1232.6896666666664,1093.3152222222222,8.0,17.828953712429875,69.02687629907554,120.2622724820015
2008-02-26,1359.67,2637.67,2644.61,1775.0,3438,1324.1442857142858,1239.5563333333334,1097.7115555555556,13.670000000000073,23.56593930319588,71.10990616683578,122.68948683394345
2008-02-27,1393.67,2697.0,2718.96,1797.0,3439,1335.8114285714287,1247.7786666666666,1102.6042222222222,34.0,34.31619317887153,74.23125290943506,125.61230421713249
2008-02-28,1438.33,2811.0,2816.22,1856.0,3440,1354.0014285714285,1257.6006666666667,1108.0115555555556,44.659999999999854,49.40297643823134,79.30194022643444,129.45786968073062
2008-02-29,1441.0,2796.67,2810.05,1850.0,3441,1374.4771428571428,1267.3450000000003,1113.5412222222224,2.6700000000000728,51.80840012791121,83.31411238447343,132.92688715118456
2008-03-03,1438.33,2786.0,2800.8,1844.0,3442,1393.5714285714287,1277.3669999999997,1119.1115555555555,-2.6700000000000728,46.109778221364614,85.23862011819587,135.91632315022926
2008-03-04,1422.0,2762.67,2773.12,1824.0,3443,1405.5714285714287,1286.8003333333331,1124.281888888889,-16.329999999999927,39.725453397331165,85.05711936726082,138.4937922422927
2008-03-05,1438.0,2788.0,2808.81,1837.0,3444,1418.7142857142858,1296.2669999999998,1129.4782222222223,16.0,30.99027850648253,85.5698082491257,141.39572778996666
2008-03-06,1403.67,2756.0,2767.28,1802.0,3445,1425.0,1304.1670000000001,1134.2153333333333,-34.32999999999993,19.260995128444897,84.12045805333285,143.36906656472786
2008-03-07,1407.67,2748.33,2770.54,1807.0,3446,1427.0,1312.056,1138.982,4.0,15.89903351374946,82.27867363522303,145.25860499912926
2008-03-10,1409.33,2727.67,2761.43,1799.0,3447,1422.857142857143,1320.0336666666667,1143.756,1.6599999999998545,16.2295653201439,79.58873878422463,147.01379886164182
2008-03-11,1445.33,2788.33,2822.88,1841.0,3448,1423.4757142857143,1329.0003333333332,1148.9744444444443,36.0,17.09571277375492,77.97723958302018,149.29817677726234
2008-03-12,1434.33,2805.67,2830.25,1828.0,3449,1422.9042857142856,1336.8336666666667,1154.304,-11.0,16.575385221548323,76.28715192062282,150.8374509705128
2008-03-13,1484.0,2918.67,2944.63,1889.0,3450,1431.7614285714285,1345.556,1160.167,49.67000000000007,28.376005373503233,77.69006147772771,153.291027365189
2008-03-14,1496.67,2891.67,2939.47,1883.0,3451,1440.142857142857,1354.456,1166.2447777777777,12.670000000000073,37.66884332107418,79.23474506065479,155.67667137211535
2008-03-17,1420.0,2709.0,2754.73,1748.0,3452,1442.4757142857143,1360.6336666666664,1171.455888888889,-76.67000000000007,35.475391403660275,76.75950420691476,156.2392468993431
2008-03-18,1418.67,2696.0,2757.45,1747.0,3453,1444.047142857143,1366.7336666666667,1176.6966666666667,-1.3299999999999272,33.884630101974984,73.69663378281932,156.5360623705378
2008-03-19,1335.33,2469.33,2538.92,1624.0,3454,1433.4757142857143,1369.7336666666665,1181.0447777777777,-83.34000000000015,52.790245897414415,70.33956092355851,155.4309053706279
2008-03-20,1270.67,2317.33,2399.09,1555.0,3455,1408.5242857142857,1370.3783333333336,1184.6855555555558,-64.65999999999985,80.34096129565074,69.29787652034764,153.61942597277778
2008-03-24,1275.67,2300.67,2396.85,1555.0,3456,1385.8585714285714,1370.7230000000002,1188.3485555555558,5.0,93.198895277555,68.78116904231165,151.7835681441351
2008-03-25,1280.67,2393.0,2457.44,1574.0,3457,1356.8114285714287,1371.0230000000001,1191.7967777777778,5.0,89.10943130568761,68.35252769585964,150.29280133940367
2008-03-26,1289.67,2394.0,2469.16,1566.0,3458,1327.24,1371.2453333333333,1195.3301111111111,9.0,66.41938748089343,68.06658817471751,148.79007137721916
2008-03-27,1322.0,2458.0,2534.94,1605.0,3459,1313.24,1372.1563333333331,1199.2634444444445,32.32999999999993,52.472612221395366,67.1835303854817,147.38541832621885
2008-03-28,1286.67,2382.0,2452.67,1557.0,3460,1294.3828571428571,1371.5453333333332,1202.645,-35.32999999999993,24.568229290683604,67.89492803835056,145.8354359863434
2008-03-31,1285.0,2341.33,2427.65,1536.0,3461,1287.1928571428573,1370.1896666666667,1206.0857777777778,-1.6700000000000728,16.688739431510992,69.23531336771646,144.05423650099178
2008-04-01,1289.33,2317.67,2415.16,1547.0,3462,1289.8585714285714,1369.434,1209.6561111111112,4.329999999999927,15.016127362131414,70.01168555664273,142.05521792120217
2008-04-02,1270.33,2268.33,2375.5,1521.0,3463,1289.0957142857144,1368.0783333333334,1213.019,-19.0,15.962875531728601,71.55884552581853,139.82726865954135
2008-04-03,1277.33,2280.33,2397.35,1530.0,3464,1288.6185714285714,1367.4003333333335,1216.4856666666667,7.0,16.302996072984307,72.34103116171127,137.46511935147637
2008-04-04,1273.33,2288.67,2396.62,1523.0,3465,1286.2842857142857,1366.3556666666668,1219.856,-4.0,17.268558960572495,73.49522901162163,135.05123561910952
2008-04-07,1298.67,2349.67,2446.29,1557.0,3466,1282.9514285714286,1365.044666666667,1223.4745555555555,25.340000000000146,9.910069674613364,74.36412185220783,132.70528860160397
2008-04-08,1299.33,2317.67,2420.49,1541.0,3467,1284.76,1363.4890000000003,1226.9745555555555,0.6599999999998545,11.6960833901778,75.25904025659814,130.4621501110535
2008-04-09,1340.0,2399.33,2502.41,1583.0,3468,1292.6171428571429,1362.8333333333333,1230.8264444444444,40.67000000000007,23.94454476102899,75.37904731894714,128.5905793141186
2008-04-10,1366.67,2482.0,2571.14,1633.0,3469,1303.6657142857143,1361.9333333333334,1234.7857777777779,26.670000000000073,36.648263195431156,75.15903654725803,127.2035757392456
2008-04-11,1401.33,2552.67,2637.45,1670.0,3470,1322.3799999999999,1360.7,1238.9116666666666,34.659999999999854,48.363282560261155,74.15909175316666,126.50684657273034
2008-04-14,1385.67,2551.0,2628.81,1661.0,3471,1337.857142857143,1358.8556666666666,1242.6783333333333,-15.659999999999854,48.8763244370931,72.76815325985663,125.76322806427608
2008-04-15,1375.33,2559.0,2610.96,1652.0,3472,1352.4285714285713,1356.755666666667,1246.2783333333334,-10.340000000000146,41.00314558205211,71.28956342262103,124.858326386263
2008-04-16,1395.0,2613.0,2665.89,1670.0,3473,1366.19,1355.8556666666668,1250.1005555555555,19.670000000000073,35.78698972164828,70.6046202787894,124.07610072692911
2008-04-17,1425.67,2696.67,2749.62,1727.0,3474,1384.2385714285715,1355.4446666666668,1254.045,30.670000000000073,27.299591223250165,70.14434421780933,123.95057181089666
2008-04-18,1402.33,2651.33,2708.23,1720.0,3475,1393.142857142857,1355.4,1257.7967777777778,-23.340000000000146,19.52285217756633,70.11299589307849,123.26239317164242
2008-04-21,1427.0,2651.0,2721.21,1714.0,3476,1401.7614285714285,1356.0443333333335,1261.6931111111112,24.670000000000073,19.202370017527365,70.69631159882076,123.00384462471278
2008-04-22,1445.0,2731.33,2791.34,1743.0,3477,1408.0,1357.2333333333333,1265.7078888888889,18.0,25.197009081854056,71.91288371131813,123.02478526653162
2008-04-23,1457.0,2753.0,2798.97,1761.0,3478,1418.19,1357.6223333333335,1269.9412222222222,12.0,28.82375756219945,72.43552375225688,122.97868601142716
2008-04-24,1470.33,2758.67,2809.93,1793.0,3479,1431.7614285714285,1358.8223333333333,1274.230111111111,13.329999999999927,27.619945346740575,74.03074848975547,123.16349859183865
2008-04-25,1453.33,2749.67,2797.36,1789.0,3480,1440.0942857142857,1357.8,1278.178222222222,-17.0,23.111733569251175,72.43710608473008,123.1460197076575
2008-04-28,1453.0,2763.0,2808.85,1795.0,3481,1443.9985714285715,1356.3443333333335,1282.0374444444444,-0.32999999999992724,22.57102377585848,69.94615908131969,123.12152563796184
2008-04-29,1456.0,2732.67,2784.99,1784.0,3482,1451.6657142857143,1357.5443333333335,1286.056,3.0,13.247487632609486,71.37020964941676,122.82802866820718
2008-04-30,1444.0,2740.0,2784.69,1789.0,3483,1454.0942857142857,1358.3886666666665,1289.9782222222223,-12.0,8.775492117795665,72.26253527974836,122.1637053860884
2008-05-01,1367.33,2590.33,2627.84,1700.0,3484,1442.9985714285715,1359.4553333333336,1293.2596666666666,-76.67000000000007,34.26754218825301,72.14651236502144,120.19334117967462
2008-05-02,1380.0,2591.0,2641.07,1712.0,3485,1431.9985714285715,1363.0996666666665,1296.6448888888888,12.670000000000073,40.766339639752054,70.24324021880118,118.26138753867583
2008-05-05,1404.17,2600.0,2666.22,1722.0,3486,1422.547142857143,1367.383,1300.2615555555556,24.170000000000073,37.971900011465,68.62735164741078,116.4842486811525
2008-05-06,1428.33,2754.33,2768.65,1781.0,3487,1418.9757142857143,1372.305,1304.2355555555555,24.159999999999854,35.7019200498037,67.47931952674513,114.65000674854667
2008-05-07,1422.67,2660.67,2700.86,1757.0,3488,1414.642857142857,1376.7383333333335,1308.2133333333334,-5.6599999999998545,32.589217907368905,66.22031020263206,112.4338785961815
2008-05-08,1440.33,2683.67,2731.32,1772.0,3489,1412.4042857142856,1380.6826666666668,1312.1095555555555,17.659999999999854,29.683554289244586,66.37137859116274,110.83999672482251
2008-05-09,1457.0,2712.67,2756.95,1784.0,3490,1414.2614285714285,1386.3603333333333,1315.9873333333333,16.670000000000073,32.28267359265898,65.32901185185459,109.71818443201336
2008-05-12,1473.0,2732.0,2790.76,1797.0,3491,1429.357142857143,1392.627,1320.154,16.0,31.37281929442641,64.27926550177615,108.46016819526396
2008-05-13,1408.67,2610.0,2657.39,1714.0,3492,1433.452857142857,1396.605,1323.3317777777777,-64.32999999999993,25.099564879643353,61.28938377723073,106.7859050537731
2008-05-14,1421.33,2622.33,2673.62,1728.0,3493,1435.9042857142856,1401.6383333333333,1326.542888888889,12.659999999999854,22.46234022928184,56.58109377688006,105.31287726296527
2008-05-15,1401.67,2617.33,2654.58,1714.0,3494,1432.0957142857144,1405.783,1329.5095555555556,-19.659999999999854,25.950017249371058,51.485946000018764,103.5937487692721
2008-05-16,1428.33,2660.33,2707.97,1737.0,3495,1432.9042857142856,1410.9496666666666,1332.6502222222223,26.659999999999854,25.694293696772327,45.11938687857446,102.2334255128236
2008-05-19,1408.0,2594.0,2647.66,1706.0,3496,1428.2857142857142,1414.594,1335.4613333333334,-20.329999999999927,27.00908542032908,39.844765640735766,100.76146598485403
2008-05-20,1391.67,2598.67,2649.88,1691.0,3497,1418.952857142857,1417.6719999999998,1337.950222222222,-16.329999999999927,26.7189974328006,33.7312158096866,99.3265905194621
2008-05-21,1389.0,2568.67,2630.1,1668.0,3498,1406.952857142857,1419.3053333333332,1340.5649999999998,-2.6700000000000728,14.44246598797908,30.90874407395976,97.50166894855693
2008-05-22,1378.67,2583.33,2635.28,1678.0,3499,1402.6671428571428,1419.705333333333,1343.139111111111,-10.329999999999927,17.88811962767202,30.27524045102656,95.36879641444189
2008-05-23,1370.33,2587.33,2631.49,1667.0,3500,1395.3814285714286,1418.6719999999998,1345.6575555555555,-8.340000000000146,19.346515990139327,31.43101514592081,93.00562021572436
2008-05-27,1390.0,2607.0,2656.7,1689.0,3501,1393.7142857142858,1418.8163333333332,1348.339,19.670000000000073,19.21667752870981,31.283839221496418,90.71309768852782
2008-05-28,1395.67,2625.0,2675.72,1712.0,3502,1389.0485714285714,1419.494333333333,1351.2056666666665,5.670000000000073,12.033834840011659,30.519965391050533,88.01738070251548
2008-05-29,1457.33,2722.33,2780.68,1791.0,3503,1396.0957142857144,1421.572,1354.7426666666665,61.659999999999854,28.356187953292146,30.914032457094397,85.76119667851863
2008-05-30,1461.33,2743.67,2797.29,1798.0,3504,1406.047142857143,1422.7606666666666,1358.1574444444445,4.0,37.34333707388661,31.75127572058683,83.77385636492399
2008-06-02,1495.0,2793.0,2845.75,1830.0,3505,1421.19,1425.8496666666665,1361.8055555555557,33.67000000000007,48.96259082201916,34.11492407601582,82.48036274443251
2008-06-03,1508.67,2815.33,2868.92,1857.0,3506,1439.7614285714285,1428.572,1365.5574444444444,13.670000000000073,54.48933547912804,37.31809428921847,81.37604594072856
2008-06-04,1505.33,2799.33,2850.28,1844.0,3507,1459.047142857143,1430.5829999999999,1369.2833333333333,-3.3400000000001455,49.47974154958985,39.77833079748546,79.98649231470428
2008-06-05,1494.0,2773.33,2827.29,1818.0,3508,1473.9042857142856,1431.8163333333332,1372.8129999999999,-11.329999999999927,39.99691732174949,41.17472320391775,78.36888109835438
2008-06-06,1535.0,2858.0,2919.14,1856.0,3509,1493.8085714285714,1433.9720000000002,1376.5426666666667,41.0,27.194788366350632,44.79437182934836,78.00648130376433
2008-06-09,1527.33,2878.0,2925.52,1861.0,3510,1503.8085714285714,1436.4386666666667,1379.9315555555554,-7.670000000000073,24.256748496531642,47.83159659308267,77.85665684790139
2008-06-10,1529.67,2861.0,2904.6,1878.0,3511,1513.5714285714287,1438.9943333333333,1383.264888888889,2.3400000000001455,16.968254112431463,50.70871792579547,77.77313009385408
2008-06-11,1551.33,2913.67,2959.88,1902.0,3512,1521.6185714285714,1442.172,1386.7833333333333,21.659999999999854,19.81180660508855,54.645260538404294,78.13716037495847
2008-06-12,1582.33,2962.0,3000.24,1947.0,3513,1532.1414285714286,1446.783,1390.6351111111112,31.0,29.14945535724746,60.34387499415414,79.14217125031101
2008-06-13,1590.33,2963.67,3010.82,1960.0,3514,1544.2842857142857,1454.2163333333333,1394.4684444444445,8.0,33.4989023985854,63.85204959761177,80.3707689317328
2008-06-16,1585.0,2982.0,3026.59,1956.0,3515,1557.2842857142857,1461.0496666666666,1398.175888888889,-5.329999999999927,27.92644735568837,66.54811919844451,81.38330590890871
2008-06-17,1587.33,2983.67,3022.9,1948.0,3516,1564.76,1467.155,1401.7536666666667,2.3299999999999272,27.971027272375693,69.48680999868196,82.54707774179059
2008-06-18,1620.33,3052.67,3090.36,1994.0,3517,1578.0457142857142,1473.555,1405.6276666666668,33.0,29.285146324433708,74.45213369722059,84.53115430008474
2008-06-19,1615.0,3059.0,3100.25,2000.0,3518,1590.2357142857143,1479.9660000000001,1409.3165555555556,-5.329999999999927,22.843509550349307,78.11019257080434,86.34432288660005
2008-06-20,1628.0,3075.33,3121.91,1998.0,3519,1601.1885714285713,1486.2216666666668,1413.0202222222224,13.0,19.164579679482912,82.23262105814113,88.49360539302864
2008-06-23,1636.67,3087.67,3125.92,2017.0,3520,1608.9514285714286,1492.2106666666666,1416.7054444444445,8.670000000000073,21.154743698706493,86.46479582339573,90.82011461312396
2008-06-24,1637.67,3111.0,3146.7,2018.0,3521,1615.7142857142858,1497.6996666666666,1420.1721111111112,1.0,21.76765249731159,90.34305516821068,93.22887019087798
2008-06-25,1633.67,3097.33,3133.49,2013.0,3522,1622.6671428571428,1505.1996666666666,1423.7462222222223,-4.0,17.718300063734013,92.02104536213538,95.18077641547482
2008-06-26,1643.67,3141.0,3181.21,2022.0,3523,1630.7157142857143,1512.611,1427.4425555555556,10.0,10.186418829850343,93.96631591454302,97.19145566969836
2008-06-27,1643.33,3146.67,3188.81,2025.0,3524,1634.0014285714285,1520.6663333333333,1431.2832222222223,-0.3400000000001455,9.985526907718281,94.48467981940098,98.82164410408608
2008-06-30,1662.0,3150.33,3206.38,2036.0,3525,1640.7157142857143,1528.455333333333,1435.2535555555555,18.670000000000073,10.844036544441531,96.22574717221275,100.83524485612638
2008-07-01,1703.33,3245.0,3295.94,2089.0,3526,1651.4771428571428,1538.2996666666666,1439.312777777778,41.32999999999993,24.677114036059177,98.55626310101684,104.17429313715397
2008-07-02,1685.33,3230.0,3271.3,2062.0,3527,1658.4285714285713,1548.0883333333334,1443.0831111111113,-18.0,26.590310533943832,98.07279014126222,106.86497992342454
2008-07-03,1630.33,3098.67,3143.55,2001.0,3528,1657.3799999999999,1556.1326666666669,1446.0904444444445,-55.0,27.66822063919505,94.40250358067303,108.29011780067873
2008-07-04,1582.33,2983.33,3039.62,1935.0,3529,1650.0457142857142,1562.9213333333332,1448.1866666666665,-48.0,39.342468087855124,88.32812457685561,109.08704677016053
2008-07-07,1525.0,2868.0,2916.11,1864.0,3530,1633.0928571428572,1568.077,1449.1496666666665,-57.32999999999993,61.73999803327307,80.90075849565682,109.38121292223158
2008-07-08,1546.67,2913.67,2959.03,1890.0,3531,1619.2842857142857,1573.2993333333334,1450.3237777777779,21.670000000000073,69.40261615081272,73.74974173810355,109.85884492402711
2008-07-09,1540.67,2917.33,2964.36,1883.0,3532,1601.9514285714286,1578.1326666666669,1451.460888888889,-6.0,72.05659452327201,66.05728125223587,110.26220914481362
2008-07-10,1539.67,2896.33,2950.11,1870.0,3533,1578.5714285714287,1580.8773333333334,1452.7683333333334,-1.0,59.05916198432805,62.478538214906116,110.60605416766668
2008-07-11,1529.67,2901.0,2951.94,1858.0,3534,1556.3342857142857,1583.1553333333331,1453.786888888889,-10.0,37.55092358265003,59.12535250217096,110.89024952470767
2008-07-14,1522.67,2909.0,2951.32,1855.0,3535,1540.9542857142858,1584.0776666666668,1455.1091111111111,-7.0,20.258902452418322,57.9059891300258,110.9953667485807
2008-07-15,1531.33,2956.0,2991.15,1878.0,3536,1533.6685714285716,1584.8329999999999,1456.483111111111,8.659999999999854,8.866082240248293,57.02960151807636,111.16677944932596
2008-07-16,1562.33,3017.67,3049.22,1924.0,3537,1539.0014285714285,1586.733,1458.183111111111,31.0,13.03138701843404,55.21002096384158,111.60658995126951
2008-07-17,1515.0,2905.0,2949.96,1860.0,3538,1534.4771428571428,1587.433,1458.957222222222,-47.32999999999993,15.236358614008152,54.11601841701391,111.75795354174664
2008-07-18,1450.0,2799.33,2829.19,1785.0,3539,1521.5242857142857,1584.5996666666665,1459.1313333333335,-65.0,34.92010016084082,58.96390967967504,111.73135816861686
2008-07-21,1463.33,2820.0,2852.41,1797.0,3540,1510.6185714285714,1582.4663333333333,1458.9016666666666,13.329999999999927,39.877408152453654,62.17758790606399,111.70090533316501
2008-07-22,1453.33,2791.67,2825.59,1787.0,3541,1499.712857142857,1579.9216666666666,1458.420111111111,-10.0,44.02220527356381,65.8655895239202,111.62965134559714
2008-07-23,1446.33,2771.0,2814.26,1792.0,3542,1488.8071428571427,1576.4216666666664,1458.7126666666668,-7.0,46.758036997016774,70.09150438378254,111.56231186545725
2008-07-24,1452.0,2755.33,2798.52,1787.0,3543,1477.4742857142858,1572.0773333333334,1459.083,5.670000000000073,44.282090005360985,73.66077803166394,111.48318766230993
2008-07-25,1490.33,2822.67,2873.28,1830.0,3544,1467.1885714285713,1568.744,1460.8052222222223,38.32999999999993,25.78638751273845,75.05573325065362,110.74473260843317
2008-07-28,1473.67,2801.67,2850.96,1811.0,3545,1461.2842857142857,1565.033,1463.0607777777777,-16.659999999999854,15.82023372908228,76.95255861176224,108.88027897111564
2008-07-29,1491.67,2837.67,2876.98,1846.0,3546,1467.2371428571428,1561.8443333333335,1465.4607777777778,18.0,18.482332748174876,77.97195290099859,107.06882341083596
2008-07-30,1489.0,2832.0,2871.39,1846.0,3547,1470.9042857142856,1557.4666666666667,1467.7755555555555,-2.6700000000000728,20.057419123843363,78.26126501851968,105.26565954243043
2008-07-31,1509.33,2867.0,2908.5,1866.0,3548,1478.9042857142856,1553.9443333333331,1470.216222222222,20.329999999999927,22.852718187914352,77.95993483319178,103.62342822790788
2008-08-01,1588.0,3019.0,3056.21,1963.0,3549,1499.142857142857,1552.6109999999999,1473.1717777777776,78.67000000000007,43.02532731404974,76.98566930459177,103.14080678262988
2008-08-04,1501.0,2751.67,2827.98,1817.0,3550,1506.142857142857,1548.0886666666665,1475.553222222222,-87.0,37.73829342300942,75.85404313700072,101.24313809266503
2008-08-05,1469.0,2717.33,2775.15,1794.0,3551,1503.0957142857144,1542.4663333333333,1477.5976666666663,-32.0,40.020042002847894,75.23368717597197,99.18893754069019
2008-08-06,1485.67,2789.0,2822.82,1832.0,3552,1504.81,1537.5330000000001,1479.7792222222222,16.670000000000073,38.78752806429266,73.88731033554221,97.13963978979379
2008-08-07,1499.0,2810.33,2843.94,1856.0,3553,1505.857142857143,1532.7106666666666,1482.3200000000002,13.329999999999927,38.47132036311146,71.40047005222148,94.55592352760775
2008-08-08,1464.67,2696.33,2736.23,1820.0,3554,1502.3814285714286,1526.7553333333335,1484.4015555555554,-34.32999999999993,41.24703683446839,69.27498980118304,92.02063042883836
2008-08-11,1464.0,2684.0,2724.2,1822.0,3555,1495.9057142857143,1520.1553333333334,1486.5201111111112,-0.6700000000000728,43.472626581674035,65.26128232401412,89.26006434294047
2008-08-12,1476.33,2708.33,2738.27,1836.0,3556,1479.952857142857,1512.5886666666668,1488.4941111111111,12.329999999999927,15.597067795401555,55.75874205362092,86.99479720843846
2008-08-13,1502.0,2699.67,2734.19,1836.0,3557,1480.0957142857144,1506.4776666666667,1490.746,25.670000000000073,15.824888474896895,45.225223407947496,84.63426868300523
2008-08-14,1484.33,2664.67,2704.64,1821.0,3558,1482.2857142857142,1501.6109999999999,1492.3496666666667,-17.670000000000073,15.076494792986058,38.843137000876446,83.09928683763088
2008-08-15,1452.0,2594.33,2633.7,1792.0,3559,1477.4757142857143,1497.2666666666667,1493.2977777777776,-32.32999999999993,18.742209810378384,36.73501893414274,82.13038111973495
2008-08-18,1457.33,2616.33,2651.43,1799.0,3560,1471.5228571428572,1495.011,1493.9200000000003,5.329999999999927,17.330714271132628,37.049615135976765,81.63644538888157
2008-08-19,1492.67,2694.33,2721.54,1844.0,3561,1475.5228571428572,1493.2109999999998,1495.1088888888887,35.340000000000146,18.665306243072013,35.74197448861324,80.81728657898026
2008-08-20,1495.0,2660.0,2702.93,1839.0,3562,1479.9514285714286,1491.6886666666664,1496.4385555555555,2.3299999999999272,19.147058458778446,34.60540736431836,79.80253139464168
2008-08-21,1575.0,2833.67,2875.05,1933.0,3563,1494.047142857143,1492.8663333333332,1498.4385555555555,80.0,40.476229944019025,36.82458665950683,79.48667032003421
2008-08-22,1576.33,2826.33,2856.14,1930.0,3564,1504.6657142857143,1494.4216666666666,1500.1125555555557,1.3299999999999272,51.23132728363638,39.33260348777198,79.52338692911769
2008-08-25,1603.17,2864.67,2898.27,1965.0,3565,1521.642857142857,1497.1049999999998,1502.344111111111,26.840000000000146,61.94067422796264,43.81653779661997,79.56655543370303
2008-08-26,1630.0,2892.67,2926.01,1996.0,3566,1547.0714285714287,1500.394,1504.5996666666667,26.829999999999927,65.04452306657036,49.772581193068255,80.28081915755631
2008-08-27,1663.67,2955.67,2982.75,2031.0,3567,1576.5485714285714,1503.7720000000002,1507.0293333333334,33.67000000000007,64.34817931346456,57.0307366855492,81.75228676045288
2008-08-28,1608.33,2869.33,2885.34,1964.0,3568,1593.0714285714287,1506.883,1508.7107777777778,-55.340000000000146,53.084115461136065,60.125902568319766,82.26637172847308
2008-08-29,1649.67,2882.0,2923.1,1993.0,3569,1615.1671428571428,1513.5386666666668,1510.7034444444444,41.340000000000146,34.33994016421461,64.50397350676047,83.48917241460674
2008-09-01,1615.0,2774.83,2824.08,1934.0,3570,1620.8814285714286,1518.5943333333335,1512.4997777777778,-34.67000000000007,29.533726725413437,66.35037986448066,83.97866075898649
2008-09-02,1554.0,2667.67,2704.19,1862.0,3571,1617.6914285714286,1521.95,1513.622,-61.0,35.70833022733932,65.47574633878307,83.84936176183274
2008-09-03,1562.0,2677.33,2711.39,1872.0,3572,1611.81,1525.8056666666669,1514.799777777778,8.0,41.43073335909345,64.26367036553832,83.7753126728557
2008-09-04,1547.0,2654.67,2678.68,1865.0,3573,1599.952857142857,1528.9723333333336,1515.9442222222224,-15.0,46.87634645691175,62.82593647823981,83.5003422044856
2008-09-05,1540.33,2626.67,2658.74,1863.0,3574,1582.3328571428572,1530.639,1517.8664444444441,-6.670000000000073,41.84517324393566,62.42741547119989,82.0188571673474
2008-09-08,1511.67,2577.0,2598.06,1839.0,3575,1568.5242857142857,1531.9056666666668,1519.3294444444443,-28.659999999999854,47.41441864289257,61.61182895176567,80.6957023118303
2008-09-09,1506.33,2560.33,2594.18,1830.0,3576,1548.047142857143,1532.3943333333332,1520.4645555555555,-5.3400000000001455,36.14109190125259,61.33923437473103,79.77082356663
2008-09-10,1535.67,2585.0,2622.81,1871.0,3577,1536.7142857142858,1533.95,1521.6572222222221,29.340000000000146,20.850836000265126,60.79008749731379,79.17805353670744
2008-09-11,1506.67,2551.67,2577.37,1849.0,3578,1529.952857142857,1533.8613333333335,1522.5905555555555,-29.0,21.955974672390937,60.82916313591799,78.49020242818537
2008-09-12,1485.67,2568.33,2596.94,1832.0,3579,1519.0485714285714,1530.4503333333334,1523.0943333333332,-21.0,22.338370896079184,60.557122448110235,78.10083112608858
2008-09-15,1513.33,2619.0,2645.51,1866.0,3580,1514.2385714285715,1530.8613333333335,1523.720222222222,27.659999999999854,18.634573091186443,60.39196776538027,77.79030218837269
