Date,London futures (£ sterling/tonne),New York futures (US$/tonne),ICCO daily price (US$/tonne),ICCO daily price (Euro/tonne),Days,MA_7,MA_30,MA_90,Price_Diff,Volatility_7,Volatility_30,Volatility_90
2003-10-30,871.33,1402.0,1432.22,1225.0,2327,874.0471428571428,944.734,999.3316666666667,-6.0,5.489182435444378,58.97691924927289,75.05382940548463
2003-10-31,874.33,1413.0,1437.44,1240.0,2328,874.9985714285714,940.9116666666666,997.4390000000001,3.0,4.723386597818988,59.72031671180437,76.0389710705063
2003-11-03,875.33,1396.0,1422.4,1241.0,2329,875.3785714285715,937.5226666666666,995.3685555555555,1.0,4.6104787480035645,60.481686651639976,76.8034493982125
2003-11-04,884.67,1415.33,1440.35,1253.0,2330,875.5214285714285,932.9893333333333,993.5352222222222,9.339999999999918,4.915605858127808,59.11601398844742,77.45919832406514
2003-11-05,897.33,1446.67,1465.56,1277.0,2331,878.5214285714286,928.356,991.813,12.660000000000082,9.634478758733447,56.107855347726165,77.85936713363427
2003-11-06,900.33,1436.67,1459.24,1278.0,2332,882.95,923.6003333333333,990.1981111111111,3.0,11.624577411680084,51.947709284262515,78.23610680978553
2003-11-07,921.33,1481.67,1499.53,1302.0,2333,889.2357142857144,920.6223333333334,988.7017777777777,21.0,18.145951667106317,49.27625977206077,78.25128676226781
2003-11-10,893.67,1431.0,1452.84,1261.0,2334,892.4271428571429,916.6556666666667,986.7536666666667,-27.660000000000082,16.34729917987723,46.31152591198009,78.41206033198095
2003-11-11,911.67,1453.67,1475.88,1281.0,2335,897.7614285714286,912.589,985.0833333333334,18.0,15.529562591585906,40.69835837997293,78.39231520465937
2003-11-12,935.33,1508.67,1527.71,1311.0,2336,906.3328571428572,910.7333333333333,983.9573333333334,23.660000000000082,17.516405371628114,38.191846966463395,78.37082003691825
2003-11-13,949.67,1550.67,1565.58,1337.0,2337,915.6185714285714,909.7556666666667,983.3314444444445,14.339999999999918,21.000809054719934,36.731528004390704,78.4177225233933
2003-11-14,966.0,1585.0,1594.33,1358.0,2338,925.4285714285714,909.1223333333334,982.8647777777778,16.33000000000004,26.38297331524434,35.53368064079715,78.39423782465114
2003-11-17,967.67,1546.0,1578.37,1344.0,2339,935.0485714285714,908.7223333333333,982.6055555555556,1.669999999999959,27.937301485403253,34.77151397365508,78.40560648537944
2003-11-18,953.33,1518.0,1557.82,1310.0,2340,939.62,907.6443333333334,982.1833333333333,-14.339999999999918,27.936483314845525,32.74600546135753,78.46039437444765
2003-11-19,968.33,1546.0,1583.57,1329.0,2341,950.2857142857143,908.7109999999999,981.7092222222223,15.0,20.813625230575102,34.20146935234175,78.41321435052971
2003-11-20,960.0,1533.0,1571.48,1319.0,2342,957.1899999999999,909.1886666666667,980.95,-8.330000000000041,12.032953364301905,34.82974528730745,78.28744071071876
2003-11-21,926.33,1488.0,1521.47,1277.0,2343,955.9042857142857,908.722,980.3573333333333,-33.66999999999996,14.897764773243065,34.49024493765117,78.49885659798878
2003-11-24,928.67,1476.67,1514.23,1287.0,2344,952.9042857142857,908.0,979.8795555555556,2.339999999999918,18.12686942742337,33.80919656559279,78.68296787430371
2003-11-25,903.0,1423.67,1467.37,1245.0,2345,943.9042857142857,907.4,979.3536666666666,-25.66999999999996,24.91131058854144,33.730162190188246,79.04004383286815
2003-11-26,907.67,1435.33,1482.42,1243.0,2346,935.3328571428572,906.6666666666666,978.7536666666667,4.669999999999959,25.681604774821437,33.467420115576466,79.38001864803505
2003-11-27,909.67,1492.33,1514.45,1273.0,2347,929.0957142857143,906.4889999999999,978.1722222222222,2.0,25.88320037988569,33.43578852270453,79.69514356199119
2003-11-28,919.0,1492.33,1526.08,1272.0,2348,922.0485714285714,907.9666666666667,977.6241111111111,9.330000000000041,19.298527947822127,32.95722309327785,79.9328763329865
2003-12-01,946.67,1549.33,1577.75,1319.0,2349,920.1442857142856,910.2,977.6612222222221,27.66999999999996,15.138905571580654,33.24246940903918,79.9175492930485
2003-12-02,941.67,1542.67,1573.99,1303.0,2350,922.3357142857142,912.0,977.4094444444445,-5.0,17.159038295854113,33.44184421984993,79.99567743043153
2003-12-03,963.0,1567.33,1602.31,1325.0,2351,927.2399999999999,915.1776666666666,977.3724444444445,21.33000000000004,23.136163611696784,33.6130493628354,80.0016294119369
2003-12-04,984.67,1600.67,1634.91,1353.0,2352,938.9071428571427,918.9110000000001,977.6354444444445,21.66999999999996,28.779229034325446,34.923277915195705,79.98610660484009
2003-12-05,974.33,1582.67,1620.95,1334.0,2353,948.43,921.9330000000001,977.8465555555556,-10.339999999999918,27.729918259298703,35.68288869835592,79.95163968301769
2003-12-08,983.0,1616.67,1648.16,1349.0,2354,958.9057142857143,925.4886666666666,978.1428888888889,8.669999999999959,24.28392256697646,36.29146843153017,79.92041335111342
2003-12-09,1042.67,1722.33,1756.95,1436.0,2355,976.5728571428572,931.2666666666667,979.1725555555555,59.67000000000007,33.6088960020582,40.586714433457104,80.1503892980708
2003-12-10,1023.0,1710.67,1734.86,1420.0,2356,987.4771428571429,936.1223333333334,980.0577777777778,-19.670000000000073,34.65622104534665,42.57637184158229,80.19002620570718
2003-12-11,1007.67,1666.67,1699.47,1397.0,2357,996.9057142857143,940.6669999999999,980.6911111111111,-15.330000000000041,28.558400315363986,42.698250804001866,80.1804061559707
2003-12-12,1012.33,1670.0,1706.64,1389.0,2358,1003.9528571428572,945.267,981.3095555555556,4.660000000000082,24.6108680019771,42.738687162127064,80.20769830394445
2003-12-15,983.33,1636.0,1663.62,1353.0,2359,1003.7614285714286,948.867,981.4835555555557,-29.0,24.7904083794572,41.16412651055128,80.19476173471983
2003-12-16,947.0,1577.33,1606.21,1303.0,2360,999.8571428571429,950.9446666666666,981.3687777777778,-36.33000000000004,31.454551188617682,39.3449834451131,80.23710080555624
2003-12-17,956.67,1582.67,1621.84,1310.0,2361,996.0957142857143,952.9226666666667,981.2576666666666,9.669999999999959,35.16214908922056,38.026159954916906,80.26460336239096
2003-12-18,957.33,1583.33,1625.43,1313.0,2362,983.9042857142857,954.8226666666667,981.1687777777778,0.6600000000000819,30.853039751470135,36.70892609039445,80.28686732450156
2003-12-19,947.0,1571.0,1610.6,1300.0,2363,973.0471428571428,955.6783333333333,980.7021111111111,-10.330000000000041,28.046892112028974,36.196914907875495,80.3628633067819
2003-12-22,936.67,1552.67,1590.25,1280.0,2364,962.9042857142857,957.1116666666668,979.9465555555556,-10.330000000000041,26.21761612425774,34.46684204524874,80.45459892388433
2003-12-23,930.0,1547.0,1582.58,1276.0,2365,951.1428571428571,957.7226666666667,979.1502222222223,-6.669999999999959,17.299579681124936,33.78932222003531,80.59174119142273
2003-12-24,932.0,1560.33,1595.34,1280.0,2366,943.8100000000001,957.6116666666668,978.1724444444445,2.0,11.178058865503631,33.870791514423,80.62438594921814
2003-12-29,923.67,1552.33,1582.16,1267.0,2367,940.4771428571429,956.745,976.691,-8.330000000000041,13.337803060355318,34.409360369409576,80.38427128347854
2003-12-30,915.33,1544.0,1574.36,1257.0,2368,934.5714285714286,955.056,974.8132222222223,-8.339999999999918,14.103249541138572,35.174483267005485,79.81346502698385
2003-12-31,916.67,1516.67,1564.52,1243.0,2369,928.7628571428571,953.356,972.6187777777778,1.3399999999999181,11.252717766983245,35.77118659399233,78.64539664275792
2004-01-02,884.0,1498.17,1529.24,1214.0,2370,919.7628571428571,951.045,969.7298888888889,-32.66999999999996,17.625086018039646,37.94632704497592,77.03817907258428
2004-01-05,881.0,1479.67,1524.94,1202.0,2371,911.8100000000001,948.134,966.9928888888888,-3.0,20.96757019781659,39.875280355699466,75.74093968502189
2004-01-06,907.33,1556.0,1593.72,1248.0,2372,908.5714285714286,946.3783333333334,963.9928888888888,26.33000000000004,19.380444979911694,40.48958785552143,72.598121516613
2004-01-07,951.67,1649.67,1678.03,1325.0,2373,911.3814285714286,947.223,961.4892222222222,44.33999999999992,24.17618003227023,40.32089268901086,68.96416901010275
2004-01-08,935.33,1615.0,1652.74,1294.0,2374,913.0471428571428,947.445,958.9743333333333,-16.339999999999918,25.527857146195533,40.23346023412782,65.62848956672377
2004-01-09,958.67,1677.0,1711.34,1331.0,2375,919.2385714285714,949.3006666666666,956.8632222222222,23.339999999999918,30.87049855368085,39.387791731304596,62.43615298537831
2004-01-12,953.0,1668.67,1703.64,1331.0,2376,924.4285714285714,950.8116666666666,955.1262222222223,-5.669999999999959,33.32318983760195,38.5972238668438,60.28430541982418
2004-01-13,936.67,1642.33,1672.03,1313.0,2377,931.9528571428572,951.7116666666666,952.9744444444444,-16.33000000000004,28.23027022795569,37.913547308813065,57.34491845107446
2004-01-14,921.0,1612.33,1641.86,1290.0,2378,937.6671428571428,951.7783333333333,950.7596666666666,-15.669999999999959,18.605057300192666,37.855758463514526,54.591860764091685
2004-01-15,919.0,1602.33,1625.83,1292.0,2379,939.3342857142858,950.856,948.5041111111111,-2.0,15.735063665967145,38.31876200214044,51.54595300965429
2004-01-16,931.0,1593.67,1622.35,1309.0,2380,936.3814285714286,950.5003333333334,946.6152222222222,12.0,14.954421228730261,38.456236343089145,48.94412956106144
2004-01-19,943.33,1588.0,1622.98,1311.0,2381,937.5242857142857,949.8446666666666,945.1114444444445,12.330000000000041,15.164885819067566,38.403419543590694,46.87669492513524
2004-01-20,917.33,1582.33,1613.37,1282.0,2382,931.6185714285714,947.6,943.978111111111,-26.0,13.517693872091767,38.265452231485654,46.29152828298729
2004-01-21,936.0,1625.33,1656.47,1313.0,2383,929.1899999999999,946.3223333333334,943.1484444444444,18.66999999999996,10.141613941274349,37.98102717673184,45.748762933145954
2004-01-22,953.0,1665.33,1698.87,1336.0,2384,931.5228571428571,945.3223333333334,942.5114444444445,17.0,13.478279705142743,37.37209651348757,45.19864534017968
2004-01-23,927.33,1600.33,1631.68,1295.0,2385,932.4271428571428,941.4776666666666,941.7928888888889,-25.66999999999996,12.852428712506875,32.6460888171123,44.916220544093235
2004-01-26,927.67,1598.0,1630.51,1300.0,2386,933.6657142857142,938.3,940.9262222222222,0.33999999999991815,11.709777762137684,28.857007874094805,44.41961833957816
2004-01-27,914.0,1580.0,1612.83,1276.0,2387,931.2371428571429,935.1776666666667,940.1928888888889,-13.669999999999959,13.910798819983693,26.02048552158249,44.311966482921974
2004-01-28,875.67,1521.0,1552.69,1229.0,2388,921.5714285714286,930.6223333333332,938.9336666666667,-38.33000000000004,23.974117591397572,23.92592904302693,44.51919730971913
2004-01-29,899.33,1533.67,1569.29,1267.0,2389,919.0,927.8223333333334,938.0706666666666,23.660000000000082,25.42621875152535,22.41225368084836,44.52580619740276
2004-01-30,899.33,1517.67,1565.51,1257.0,2390,913.7614285714286,926.2333333333333,936.7224444444445,0.0,25.11561959457533,22.69379899093358,43.828229098016784
2004-02-02,895.0,1529.0,1566.06,1260.0,2391,905.4757142857143,924.1776666666666,935.1521111111111,-4.330000000000041,18.781730357940482,22.634734016996884,42.73756844004898
2004-02-03,928.0,1595.67,1637.84,1304.0,2392,905.5714285714286,923.2,933.8743333333333,33.0,18.912913955443322,21.770323362493865,41.167173489889336
2004-02-04,910.0,1572.33,1607.74,1281.0,2393,903.0471428571428,921.9666666666667,932.7557777777778,-18.0,16.49672261823909,21.420767450259888,40.417946258140375
2004-02-05,920.33,1590.0,1627.86,1291.0,2394,903.9514285714286,921.422,931.7297777777778,10.330000000000041,17.34867471266862,21.240997995839546,39.528783424888836
2004-02-06,889.67,1542.67,1580.26,1245.0,2395,905.9514285714286,920.0776666666666,930.1297777777777,-30.660000000000082,14.035544673649365,21.943980665969583,38.24984629411832
2004-02-09,874.67,1510.33,1555.55,1228.0,2396,902.4285714285714,918.1666666666666,928.8372222222222,-15.0,18.3928876005366,23.32289600710192,38.135146431099884
2004-02-10,878.0,1530.33,1573.74,1237.0,2397,899.3814285714286,916.6443333333334,927.7149999999999,3.330000000000041,20.623402102610118,24.416159386614524,38.1284833295506
2004-02-11,870.33,1518.0,1567.06,1223.0,2398,895.8571428571429,915.1443333333333,926.4408888888888,-7.669999999999959,23.415780800058428,25.840429654125273,38.108640550337654
2004-02-12,872.33,1550.33,1587.64,1239.0,2399,887.9042857142857,913.6663333333333,925.2482222222222,2.0,19.863787702874756,26.992534917297267,38.103720705936816
2004-02-13,870.0,1538.33,1575.83,1236.0,2400,882.1899999999999,913.1996666666668,923.963,-2.330000000000041,18.125450798993317,27.63645474580055,37.993411239858844
2004-02-16,857.0,1535.0,1564.42,1225.0,2401,873.1428571428571,912.3996666666667,923.0815555555555,-13.0,9.815911766590837,28.91832690382825,38.61835931529624
2004-02-17,860.67,1531.67,1573.18,1224.0,2402,869.0,910.8443333333332,922.137111111111,3.669999999999959,7.532104619555763,30.416366021455463,39.096150540261014
2004-02-18,849.0,1530.0,1558.84,1217.0,2403,865.3328571428572,907.422,921.1223333333332,-11.669999999999959,10.116909465976049,31.423755498862324,39.797616665420755
2004-02-19,835.0,1473.33,1514.57,1194.0,2404,859.1899999999999,904.0776666666666,919.8408888888888,-14.0,13.598982805091481,33.61376592829411,40.693269676377604
2004-02-20,835.0,1459.33,1497.03,1192.0,2405,854.1428571428571,899.9553333333333,918.8853333333333,0.0,15.233378607824218,34.264822992534306,41.66389197893118
2004-02-23,834.0,1458.0,1496.28,1190.0,2406,848.6671428571428,895.9886666666666,917.8223333333333,-1.0,14.476494412527222,34.796254627315776,42.59567211887861
2004-02-24,841.33,1491.33,1528.86,1204.0,2407,844.5714285714286,892.8106666666666,917.0037777777777,7.330000000000041,11.096035971707078,35.30273467310033,43.35166271004989
2004-02-25,860.33,1512.33,1550.49,1240.0,2408,845.047142857143,890.7883333333333,916.8444444444444,19.0,11.768681198102232,35.369902175183725,43.53496802226587
2004-02-26,898.0,1577.33,1611.28,1295.0,2409,850.3800000000001,890.0883333333334,917.0481111111111,37.66999999999996,23.064644660889368,34.99816715229518,43.40177555252431
2004-02-27,898.0,1572.67,1607.96,1292.0,2410,857.3800000000001,888.9883333333333,917.1628888888889,0.0,29.196538036780304,34.176927797494606,43.336821441872395
2004-03-01,879.0,1560.67,1588.18,1277.0,2411,863.6657142857144,886.8439999999999,917.2887777777778,-19.0,28.297866737700343,32.63307742254708,43.20769827964463
2004-03-02,875.33,1531.33,1557.65,1275.0,2412,869.4271428571429,885.444,917.3183333333334,-3.669999999999959,25.451226371423907,32.17784122970146,43.17773394271117
2004-03-03,867.33,1493.0,1523.28,1260.0,2413,874.1885714285715,883.155,917.1367777777779,-8.0,20.319148135499322,30.87349759008917,43.3548001004318
2004-03-04,861.33,1474.33,1510.84,1235.0,2414,877.0457142857142,880.0993333333333,916.9701111111111,-6.0,15.841511772495302,28.1375356042779,43.54186244732028
2004-03-05,843.33,1471.33,1500.4,1210.0,2415,874.6171428571428,877.2993333333333,916.6812222222222,-18.0,19.67133931577051,27.446471029095104,43.94587088854761
2004-03-08,844.0,1469.67,1501.82,1214.0,2416,866.9028571428571,874.5103333333333,916.3108888888888,0.6699999999999591,19.561226711944823,26.381968957772525,44.419099511907895
2004-03-09,835.67,1450.0,1480.92,1191.0,2417,857.9985714285714,871.8993333333333,915.9146666666666,-8.330000000000041,17.07485717711498,26.21453820554995,44.98034065448866
2004-03-10,824.0,1396.0,1427.69,1168.0,2418,850.1414285714285,870.177,915.3554444444443,-11.669999999999959,18.402918634973776,27.61808105266146,45.808399067002284
2004-03-11,839.0,1414.0,1450.46,1182.0,2419,844.9514285714286,868.1659999999999,914.9517777777777,15.0,14.90592212127161,27.61857066385089,46.32225801724068
2004-03-12,839.33,1415.67,1449.01,1189.0,2420,840.9514285714286,866.1659999999999,914.4479999999999,0.3300000000000409,11.194634769330738,27.45598227628166,46.898254350499904
2004-03-15,854.67,1452.0,1486.65,1206.0,2421,840.0,864.8216666666667,913.9739999999999,15.339999999999918,9.296017068238669,26.978688534736733,47.287179030628856
2004-03-16,863.33,1482.0,1509.95,1231.0,2422,842.8571428571429,862.6659999999999,913.5628888888888,8.660000000000082,12.874734578851319,24.196719441300086,47.56714056177918
2004-03-17,845.67,1443.33,1476.23,1210.0,2423,843.0957142857143,860.5216666666668,912.7222222222222,-17.660000000000082,12.91485173115731,22.658915590644796,48.09398992511375
2004-03-18,846.33,1458.0,1494.11,1206.0,2424,844.6185714285714,858.055,912.1962222222221,0.6600000000000819,12.515630798541906,19.766918157494885,48.56131017840011
2004-03-19,846.0,1449.67,1485.15,1210.0,2425,847.7614285714286,856.5993333333333,911.4665555555555,-0.3300000000000409,8.63603000721055,18.94952131737729,49.060112294410466
2004-03-22,856.33,1496.67,1526.91,1234.0,2426,850.2371428571429,855.9879999999999,910.5887777777776,10.330000000000041,8.177609092879251,18.639740711445448,49.33431610634721
2004-03-23,848.33,1483.0,1513.19,1229.0,2427,851.5228571428571,854.9989999999999,909.4627777777777,-8.0,6.761899916144435,18.21379854898518,49.58814159231889
2004-03-24,857.67,1487.0,1517.54,1243.0,2428,851.9514285714286,854.577,908.259111111111,9.339999999999918,7.082100508946156,17.99164885766435,49.51508658178425
2004-03-25,853.0,1463.33,1490.88,1225.0,2429,850.4757142857143,853.9326666666667,906.9849999999999,-4.669999999999959,5.120552890510452,17.677324640159302,49.4444429399406
2004-03-26,868.67,1483.33,1515.37,1253.0,2430,853.7614285714286,853.8883333333332,906.0443333333333,15.669999999999959,8.059012405510112,17.63726190393695,49.35807651202471
2004-03-29,862.33,1470.0,1506.66,1239.0,2431,856.0471428571428,854.066,904.8665555555555,-6.339999999999918,7.866690778804726,17.69643400655981,49.11922539834507
2004-03-30,869.67,1489.0,1525.61,1252.0,2432,859.4285714285714,854.366,903.8628888888887,7.339999999999918,7.915256215197457,17.887504326520418,48.90240092551944
2004-03-31,883.67,1527.67,1563.31,1272.0,2433,863.3342857142858,855.5216666666668,903.3888888888889,14.0,11.882558446646733,18.633289654007513,48.88893046843693
2004-04-01,873.0,1536.33,1564.34,1269.0,2434,866.8585714285715,856.7883333333334,902.7703333333332,-10.669999999999959,10.234944110853629,18.48112272355913,48.917640540688495
2004-04-02,823.67,1432.33,1458.17,1202.0,2435,862.0014285714286,856.4106666666667,901.8888888888889,-49.33000000000004,19.33996072778453,19.048774588674945,49.62309057135881
2004-04-05,841.33,1441.33,1471.37,1225.0,2436,860.3342857142858,856.6550000000001,901.1517777777776,17.660000000000082,20.700367031479054,18.796749673086527,50.02731920128753
2004-04-06,828.0,1439.0,1467.95,1214.0,2437,854.5242857142857,856.2106666666666,900.2443333333332,-13.330000000000041,23.490282996121742,19.32172851068175,50.60840171066916
2004-04-07,819.33,1414.67,1449.22,1190.0,2438,848.3814285714286,854.8439999999999,899.1368888888888,-8.669999999999959,26.53402245455402,20.438071236270687,51.27943869534319
2004-04-08,822.33,1412.67,1447.75,1198.0,2439,841.6185714285714,852.3216666666667,897.7553333333333,3.0,26.234983278414905,19.57970696178663,51.657995132643244
2004-04-12,816.0,1390.0,1432.15,1187.0,2440,831.9514285714286,849.5883333333334,896.3589999999999,-6.330000000000041,19.847162205681048,18.686342806125587,52.15370244541267
2004-04-13,809.67,1382.67,1414.69,1186.0,2441,822.9042857142857,847.2773333333333,894.6553333333333,-6.330000000000041,10.016489500031438,19.203455495958796,52.45581436908777
2004-04-14,826.33,1392.0,1423.94,1193.0,2442,823.2842857142857,845.644,892.896,16.660000000000082,10.100484901111292,18.815083567497847,52.056650986312135
2004-04-15,831.0,1389.67,1422.27,1194.0,2443,821.8085714285714,844.4330000000001,891.3034444444444,4.669999999999959,7.424723179027043,18.538294224533416,51.72876589082101
2004-04-16,818.33,1371.33,1410.44,1172.0,2444,820.4271428571428,842.9996666666666,889.4737777777777,-12.669999999999959,6.96619627024993,18.84657372736775,51.359886712265364
2004-04-19,823.67,1388.0,1426.18,1186.0,2445,821.0471428571428,842.3443333333333,887.0404444444445,5.339999999999918,7.044962063464229,19.17366183486234,49.16102107421368
2004-04-20,811.67,1353.0,1391.88,1169.0,2446,819.5242857142857,841.2666666666667,884.6923333333333,-12.0,7.8298613379084285,19.96944430232994,47.616823838560634
2004-04-21,816.67,1358.33,1391.2,1174.0,2447,819.62,840.6333333333333,882.570111111111,5.0,7.783557455695452,20.448608810762124,46.312737236371625
2004-04-22,817.0,1348.67,1385.55,1168.0,2448,820.6671428571428,840.4,880.3997777777778,0.3300000000000409,6.62934062651129,20.68353984902927,44.7127255590281
2004-04-23,829.33,1356.67,1399.81,1186.0,2449,821.0957142857143,840.0776666666666,878.6886666666667,12.330000000000041,7.134194318273711,20.781228048220033,43.6638406233137
2004-04-26,841.67,1403.0,1441.28,1216.0,2450,822.62,840.1556666666668,877.5183333333333,12.339999999999918,10.118651095846493,20.782716407175773,43.221656199263755
2004-04-27,832.0,1388.0,1427.99,1197.0,2451,824.5728571428572,839.4,876.133111111111,-9.669999999999959,10.465875842104783,20.648483120295666,42.6504166936905
2004-04-28,847.67,1408.0,1444.31,1221.0,2452,828.0014285714286,838.878,874.9146666666668,15.669999999999959,13.586663103398287,20.21608209246124,41.8638463582926
2004-04-29,854.0,1418.33,1455.56,1218.0,2453,834.0485714285714,839.1556666666667,873.8813333333334,6.330000000000041,14.496086171284508,20.369212684809852,41.20717637402153
2004-04-30,857.67,1419.33,1458.32,1218.0,2454,839.9057142857143,839.5336666666667,873.0035555555556,3.669999999999959,14.586714111515331,20.610729459368883,40.69285328611048
2004-05-03,845.67,1393.33,1434.38,1201.0,2455,844.0014285714286,839.5226666666666,872.0665555555556,-12.0,10.549600985443746,20.607247123759887,40.335022676270434
2004-05-04,833.67,1409.0,1439.09,1192.0,2456,844.6214285714286,838.7673333333333,870.974,-12.0,9.631210426805962,20.384030079833774,40.02389701335255
2004-05-05,818.67,1369.33,1406.98,1156.0,2457,841.3357142857142,837.7786666666667,869.8073333333334,-15.0,13.818801029916804,20.622122492330078,40.00091818609866
2004-05-06,817.33,1371.33,1407.62,1164.0,2458,839.24,836.434,868.7184444444445,-1.3399999999999181,16.350994872880953,20.595551176712085,40.081571851014814
2004-05-07,817.67,1366.33,1401.24,1179.0,2459,834.9542857142857,835.2563333333333,867.6184444444444,0.33999999999991815,17.652944850771036,20.62570667259244,40.10927150267168
2004-05-10,819.67,1367.33,1398.91,1183.0,2460,830.05,833.623,866.9036666666667,2.0,16.187777282038564,19.812570748185628,40.38630762657674
2004-05-11,826.67,1365.0,1396.74,1182.0,2461,825.6214285714285,832.4343333333333,866.3,7.0,10.673480264275835,19.087335877911872,40.578822754983925
2004-05-12,821.33,1366.33,1400.07,1176.0,2462,822.1442857142856,830.8230000000001,865.3444444444444,-5.339999999999918,5.991335012963619,17.834860120391014,40.614341080139546
2004-05-13,819.67,1351.33,1385.91,1174.0,2463,820.1442857142857,828.6896666666667,863.8777777777777,-1.6600000000000819,3.1795327598369023,14.878166711974435,39.837895086142694
2004-05-14,809.0,1331.67,1366.18,1150.0,2464,818.7628571428571,826.5563333333333,862.4741111111111,-10.669999999999959,5.312245960259201,12.74035063742221,39.51631393714699
2004-05-17,802.0,1325.67,1361.34,1134.0,2465,816.5728571428572,825.8340000000001,860.7333333333333,-7.0,8.313516532867858,13.501224874065787,38.67288897371991
2004-05-18,804.0,1328.67,1364.72,1140.0,2466,814.62,824.5896666666666,859.0777777777778,2.0,9.529470079673345,13.741901309710856,37.859375214550106
2004-05-19,805.33,1337.33,1374.88,1144.0,2467,812.5714285714286,823.8340000000001,857.6184444444444,1.330000000000041,9.800424189038058,14.16470738028312,37.36295945353807
2004-05-20,849.0,1422.0,1451.07,1217.0,2468,815.7614285714286,824.8230000000001,856.8184444444445,43.66999999999996,16.499132733322156,14.858211511046125,36.756506995938295
2004-05-21,825.0,1387.67,1420.2,1183.0,2469,816.2857142857143,824.912,855.774,-24.0,16.761793715794138,14.850758345785412,36.30246247258818
2004-05-24,817.33,1377.67,1409.25,1177.0,2470,815.9514285714286,824.9563333333333,854.5110000000001,-7.669999999999959,16.70629265531758,14.825199535284751,35.6269287134213
2004-05-25,827.33,1405.0,1440.73,1190.0,2471,818.5699999999999,825.5450000000001,853.2221111111112,10.0,16.870844673561287,14.545263656057553,34.456653651900595
2004-05-26,825.0,1392.0,1432.44,1184.0,2472,821.8557142857143,825.5006666666667,852.1962222222222,-2.330000000000041,15.269582898829537,14.544815389316085,33.896433990230854
2004-05-27,836.0,1443.67,1477.28,1204.0,2473,826.4271428571428,825.6673333333333,851.0851111111111,11.0,13.747178758168413,14.638350654418025,32.73768855975254
2004-05-28,859.33,1461.67,1505.91,1233.0,2474,834.1414285714287,827.034,850.0443333333334,23.33000000000004,15.026901907977388,15.797711881355022,30.898556456964823
2004-06-01,826.67,1434.33,1464.6,1199.0,2475,830.9514285714286,827.134,848.925888888889,-32.66000000000008,13.65441983212548,15.785173444923123,29.874428766847874
2004-06-02,793.0,1362.0,1398.49,1142.0,2476,826.38,826.5116666666668,847.4295555555556,-33.66999999999996,19.905044586725076,16.754160591419808,29.252179748278934
2004-06-03,791.67,1355.33,1394.34,1142.0,2477,822.7142857142857,825.6783333333333,846.0703333333333,-1.330000000000041,23.826050768802848,17.846669752674067,28.96484542811874
2004-06-04,785.67,1343.67,1382.49,1128.0,2478,816.7628571428571,824.634,845.0703333333333,-6.0,27.413871011021712,19.234702224152333,29.480464316099063
2004-06-07,786.33,1349.0,1385.58,1125.0,2479,811.2385714285714,823.2006666666667,843.8147777777777,0.6600000000000819,29.308150418471207,20.437246243552956,29.549832153293163
2004-06-08,800.0,1372.33,1408.83,1148.0,2480,806.0957142857143,821.8116666666666,842.7111111111111,13.669999999999959,27.33081402441928,20.554406370921825,29.307035487904578
2004-06-09,803.0,1374.0,1409.62,1166.0,2481,798.0485714285713,820.8449999999999,841.6888888888889,3.0,14.167092654631938,20.739823719782517,29.066198618378145
2004-06-10,793.67,1357.0,1395.76,1152.0,2482,793.3342857142858,819.0450000000001,840.1963333333333,-9.330000000000041,6.437563869243649,20.674629088030688,28.014205483594704
2004-06-11,791.33,1348.17,1382.35,1151.0,2483,793.0957142857143,816.956,838.8777777777777,-2.339999999999918,6.482802524417102,20.181179282638045,27.479453357093185
2004-06-14,790.0,1339.33,1375.69,1139.0,2484,792.8571428571429,814.7003333333333,837.4296666666667,-1.330000000000041,6.574099974547709,19.233120765086586,26.55745353174048
2004-06-15,812.67,1368.0,1414.73,1165.0,2485,796.7142857142857,813.6003333333334,836.574111111111,22.66999999999996,9.092709271936458,18.32294312356034,26.09181346898954
2004-06-16,818.67,1390.67,1430.91,1191.0,2486,801.3342857142858,813.1003333333333,835.9518888888889,6.0,10.961093098044927,17.957408514908092,25.83962617110284
2004-06-17,813.0,1375.33,1421.58,1181.0,2487,803.1914285714286,812.9113333333333,835.2296666666666,-5.669999999999959,11.768879058133813,17.926578559422737,25.55801509983449
2004-06-18,805.0,1363.33,1409.67,1163.0,2488,803.4771428571429,812.5003333333333,834.5037777777777,-8.0,11.78771919451737,17.963085996073318,25.477519748496015
2004-06-21,809.0,1368.0,1412.91,1167.0,2489,805.6671428571428,812.2113333333333,833.800111111111,4.0,11.063838565742762,17.94678200581912,25.294959638913372
2004-06-22,805.67,1360.33,1402.33,1160.0,2490,807.7157142857143,811.7446666666666,833.0853333333332,-3.330000000000041,9.124335331267202,17.92815792080593,25.16913640585241
2004-06-23,807.33,1357.67,1401.46,1159.0,2491,810.1914285714286,811.1,832.5334444444444,1.6600000000000819,4.880558125705602,17.71946367980759,25.18342076171543
2004-06-24,806.33,1353.0,1398.77,1150.0,2492,809.2857142857143,810.6,831.9296666666667,-1.0,4.931939635758103,17.632261184525607,25.152649041818666
2004-06-25,814.33,1375.0,1417.92,1168.0,2493,808.6657142857142,810.422,831.5444444444445,8.0,3.6659098785187907,17.564364275724927,25.153764974357152
